Date,Date,index,Open,High,Low,Close,Adj Close,Volume
2010-12-01,2010-12-01,1,52.86000061035156,53.459999084472656,52.84000015258789,53.189998626708984,47.19519805908203,81758800.0
2010-12-02,2010-12-02,2,53.27000045776367,53.810001373291016,53.209999084472656,53.72999954223633,47.67432403564453,56844600.0
2010-12-03,2010-12-03,3,53.5,53.939998626708984,53.5,53.869998931884766,47.798545837402344,38014200.0
2010-12-04,2010-12-04,4,53.62666702270508,53.94333267211914,53.56000010172526,53.86333211263021,47.79263178507487,38446800.0
2010-12-05,2010-12-05,5,53.753334045410156,53.9466667175293,53.62000020345052,53.85666529337565,47.7867177327474,38879400.0
2010-12-06,2010-12-06,6,53.880001068115234,53.95000076293945,53.68000030517578,53.849998474121094,47.78080368041992,39312000.0
2010-12-07,2010-12-07,7,54.5,54.52000045776367,53.81999969482422,53.880001068115234,47.80740737915039,59067300.0
2010-12-08,2010-12-08,8,54.02000045776367,54.150001525878906,53.689998626708984,54.08000183105469,47.98488235473633,48066900.0
2010-12-09,2010-12-09,9,54.40999984741211,54.439998626708984,53.95000076293945,54.130001068115234,48.02924346923828,51679800.0
2010-12-10,2010-12-10,10,54.290000915527344,54.54999923706055,54.09000015258789,54.4900016784668,48.34865951538086,44696200.0
2010-12-11,2010-12-11,11,54.42666753133138,54.61333338419596,54.15000025431315,54.42666753133138,48.292466481526695,47500866.666666664
2010-12-12,2010-12-12,12,54.563334147135414,54.67666753133138,54.210000356038414,54.36333338419596,48.236273447672524,50305533.333333336
2010-12-13,2010-12-13,13,54.70000076293945,54.7400016784668,54.27000045776367,54.29999923706055,48.18008041381836,53110200.0
2010-12-14,2010-12-14,14,54.439998626708984,54.619998931884766,54.22999954223633,54.400001525878906,48.26881408691406,69884800.0
2010-12-15,2010-12-15,15,54.369998931884766,54.70000076293945,54.029998779296875,54.15999984741211,48.055850982666016,76951900.0
2010-12-16,2010-12-16,16,54.209999084472656,54.65999984741211,54.060001373291016,54.58000183105469,48.42852783203125,65519400.0
2010-12-17,2010-12-17,17,54.540000915527344,54.68000030517578,54.40999984741211,54.52000045776367,48.47119140625,36844200.0
2010-12-18,2010-12-18,18,54.56666692097982,54.70666631062826,54.326666514078774,54.53333409627279,48.48304748535156,40616000.0
2010-12-19,2010-12-19,19,54.59333292643229,54.73333231608073,54.243333180745445,54.5466677347819,48.494903564453125,44387800.0
2010-12-20,2010-12-20,20,54.619998931884766,54.7599983215332,54.15999984741211,54.560001373291016,48.50675964355469,48159600.0
2010-12-21,2010-12-21,21,54.77000045776367,54.88999938964844,54.619998931884766,54.88999938964844,48.800148010253906,35775400.0
