,Date,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,,SPXL,VOO,SPXL,VOO,SPXL,VOO,SPXL,VOO,SPXL,VOO,SPXL,VOO
0,2011-01-03,5.692715644836426,91.60609436035156,6.127500057220459,116.22000122070312,6.206666946411133,116.66000366210938,6.074999809265137,115.9000015258789,6.082499980926514,115.94000244140625,15336000,119200
1,2011-01-04,5.664843559265137,91.52728271484375,6.097499847412109,116.12000274658203,6.179166793823242,116.55999755859375,5.986667156219482,115.5,6.176667213439941,116.55999755859375,13239600,108350
2,2011-01-05,5.7523298263549805,92.01594543457031,6.191667079925537,116.73999786376953,6.2083330154418945,116.80000305175781,6.030832767486572,115.72000122070312,6.050000190734863,115.86000061035156,14179200,717750
3,2011-01-06,5.722909450531006,91.85833740234375,6.159999847412109,116.54000091552734,6.2291669845581055,116.91999816894531,6.112500190734863,116.22000122070312,6.2083330154418945,116.83999633789062,11323200,72450
4,2011-01-07,5.695038318634033,91.66915130615234,6.130000114440918,116.30000305175781,6.2241668701171875,116.86000061035156,5.985000133514404,115.4800033569336,6.191667079925537,116.69999694824219,16960800,82250
5,2011-01-10,5.681102752685547,91.5903091430664,6.114999771118164,116.19999694824219,6.1458330154418945,116.27999877929688,5.991666793823242,115.4800033569336,6.043333053588867,115.87999725341797,9441600,124500
6,2011-01-11,5.744586944580078,91.88985443115234,6.183332920074463,116.58000183105469,6.2266669273376465,116.83999633789062,6.114999771118164,116.12000274658203,6.1875,116.66000366210938,12766800,131700
7,2011-01-12,5.904073238372803,92.70956420898438,6.355000019073486,117.62000274658203,6.364167213439941,117.72000122070312,6.262499809265137,117.0999984741211,6.301667213439941,117.31999969482422,9703200,107350
8,2011-01-13,5.878523826599121,92.58348083496094,6.327499866485596,117.45999908447266,6.369999885559082,117.73999786376953,6.275000095367432,117.16000366210938,6.34250020980835,117.68000030517578,8310000,96050
9,2011-01-14,5.986912727355957,93.24555206298828,6.444167137145996,118.30000305175781,6.4583330154418945,118.33999633789062,6.28249979019165,117.26000213623047,6.2941670417785645,117.30000305175781,11208000,193400
10,2011-01-18,6.041106700897217,93.40320587158203,6.502500057220459,118.5,6.510000228881836,118.58000183105469,6.417500019073486,118.04000091552734,6.445000171661377,118.26000213623047,11287200,194900
11,2011-01-19,5.8467817306518555,92.47312927246094,6.293333053588867,117.31999969482422,6.49666690826416,118.5,6.24666690826416,117.0199966430664,6.488333225250244,118.44000244140625,13868400,111950
12,2011-01-20,5.809620380401611,92.3627700805664,6.25333309173584,117.18000030517578,6.297500133514404,117.37999725341797,6.118332862854004,116.31999969482422,6.25,117.08000183105469,11586000,103450
13,2011-01-21,5.847556114196777,92.56771850585938,6.2941670417785645,117.44000244140625,6.405832767486572,118.13999938964844,6.264166831970215,117.31999969482422,6.355000019073486,117.9000015258789,7990800,117950
14,2011-01-24,5.946653366088867,93.13522338867188,6.4008331298828125,118.16000366210938,6.421667098999023,118.19999694824219,6.2708330154418945,117.37999725341797,6.2758331298828125,117.4000015258789,7172400,455900
15,2011-01-25,5.950525283813477,93.10370635986328,6.40500020980835,118.12000274658203,6.4116668701171875,118.19999694824219,6.255000114440918,117.19999694824219,6.355833053588867,117.80000305175781,15638400,226550
16,2011-01-26,6.036460876464844,93.59236907958984,6.497499942779541,118.73999786376953,6.547500133514404,118.94000244140625,6.420833110809326,118.23999786376953,6.459167003631592,118.44000244140625,11451600,109250
17,2011-01-27,6.086784839630127,93.718505859375,6.551667213439941,118.9000015258789,6.5833330154418945,119.0999984741211,6.46999979019165,118.4800033569336,6.506667137145996,118.68000030517578,10396800,297250
18,2011-01-28,5.770910263061523,92.06329345703125,6.211667060852051,116.80000305175781,6.602499961853027,119.22000122070312,6.181666851043701,116.68000030517578,6.575832843780518,119.08000183105469,21056400,891400
19,2011-01-31,5.897878646850586,92.77264404296875,6.34833288192749,117.69999694824219,6.369999885559082,117.80000305175781,6.21750020980835,116.94000244140625,6.264999866485596,117.22000122070312,15157200,140550
20,2011-02-01,6.174269199371338,94.22296142578125,6.6458330154418945,119.54000091552734,6.681666851043701,119.77999877929688,6.459167003631592,118.37999725341797,6.466667175292969,118.4800033569336,17382000,147400
21,2011-02-02,6.141753673553467,94.06532287597656,6.610833168029785,119.33999633789062,6.671667098999023,119.66000366210938,6.585000038146973,119.23999786376953,6.603332996368408,119.23999786376953,8742000,91000
