Date,GC=F,QQQ,VGT,VOO
2010-09-09,1248.9000244140625,41.10081481933594,45.54770278930664,79.06835174560547
2010-09-10,1244.5,41.251304626464844,45.5301628112793,79.42733001708984
2010-09-13,1245.0999755859375,41.82669448852539,46.521278381347656,80.42620849609375
2010-09-14,1269.699951171875,42.00374221801758,46.74932861328125,80.41059112548828
2010-09-15,1266.699951171875,42.26931381225586,46.97738265991211,80.61349487304688
2010-09-16,1271.9000244140625,42.437503814697266,47.28435516357422,80.58228302001953
2010-09-17,1275.5999755859375,42.58126449584961,47.47730255126953,80.6603012084961
2010-09-20,1279.0,43.32658767700195,48.23162078857422,81.97139739990234
2010-09-21,1272.4000244140625,43.31770324707031,48.126380920410156,81.7216567993164
2010-09-22,1290.199951171875,43.20236587524414,47.889564514160156,81.28462219238281
2010-09-23,1294.300048828125,43.18461608886719,47.86324691772461,80.61349487304688
2010-09-24,1296.0,44.06304168701172,48.90699005126953,82.25963592529297
2010-09-27,1296.699951171875,43.823463439941406,48.8631477355957,81.86734008789062
2010-09-28,1306.5999755859375,43.80572509765625,48.95961380004883,82.40086364746094
2010-09-29,1308.5,43.7347412109375,49.00346755981445,82.00855255126953
2010-09-30,1307.800048828125,43.5395393371582,48.76665115356445,81.88299560546875
2010-10-01,1316.0999755859375,43.48629379272461,48.76665115356445,82.16548156738281
2010-10-04,1315.4000244140625,43.01602554321289,48.2053108215332,81.47500610351562
2010-10-05,1338.9000244140625,44.06304168701172,49.23151779174805,83.26395416259766
2010-10-06,1346.4000244140625,43.68149185180664,48.85435485839844,83.12272644042969
2010-10-07,1333.9000244140625,43.84121322631836,48.977149963378906,83.07564544677734
2010-10-08,1344.199951171875,44.14289474487305,49.30168914794922,83.70335388183594
2010-10-11,1353.300048828125,44.160640716552734,49.354305267333984,83.56210327148438
2010-10-12,1345.699951171875,44.46233367919922,49.71392059326172,84.04855346679688
2010-10-13,1369.5,44.82610321044922,50.196327209472656,84.55073547363281
2010-10-14,1376.699951171875,44.73737716674805,50.205101013183594,84.23689270019531
2010-10-15,1371.0999755859375,45.686790466308594,51.09097671508789,84.3938217163086
2010-10-18,1371.199951171875,45.518184661865234,51.240074157714844,85.00579833984375
2010-10-19,1335.0999755859375,45.09230422973633,50.433143615722656,83.65624237060547
2010-10-20,1343.300048828125,45.42059326171875,50.79275131225586,84.55073547363281
2010-10-21,1324.699951171875,45.50933074951172,50.85414123535156,84.67626953125
2010-10-22,1324.4000244140625,45.819889068603516,51.231292724609375,84.88026428222656
2010-10-25,1338.300048828125,46.04170227050781,51.47688674926758,85.13133239746094
2010-10-26,1338.0,46.16592025756836,51.5207405090332,85.11565399169922
2010-10-27,1322.199951171875,46.30788803100586,51.836509704589844,84.84886932373047
2010-10-28,1342.0999755859375,46.405494689941406,51.810184478759766,84.91166687011719
2010-10-29,1357.0999755859375,46.299015045166016,51.889122009277344,84.97441101074219
2010-11-01,1350.199951171875,46.33450698852539,51.95051956176758,85.02151489257812
2010-11-02,1356.4000244140625,46.831382751464844,52.44169998168945,85.68057250976562
2010-11-03,1337.0999755859375,47.044342041015625,52.748680114746094,86.04151153564453
2010-11-04,1382.699951171875,47.62108612060547,53.59067916870117,87.6578140258789
2010-11-05,1397.300048828125,47.62108612060547,53.6433219909668,88.0030517578125
2010-11-08,1402.800048828125,47.683189392089844,53.739803314208984,87.89319610595703
2010-11-09,1409.800048828125,47.42587661743164,53.45912551879883,87.20272064208984
2010-11-10,1399.0999755859375,47.66545104980469,53.6433219909668,87.53227996826172
2010-11-11,1403.0999755859375,47.363765716552734,52.79253005981445,87.24983215332031
2010-11-12,1365.4000244140625,46.59181213378906,52.047000885009766,86.16705322265625
2010-11-15,1368.4000244140625,46.41437530517578,51.836509704589844,86.08858489990234
2010-11-16,1338.300048828125,45.65129089355469,50.95062255859375,84.70765686035156
2010-11-17,1336.800048828125,45.784385681152344,50.95940399169922,84.77043151855469
2010-11-18,1352.9000244140625,46.520851135253906,51.87157440185547,86.02581787109375
2010-11-19,1352.199951171875,46.556339263916016,52.047000885009766,86.22978973388672
2010-11-22,1357.699951171875,46.94674301147461,52.389068603515625,86.1513442993164
2010-11-23,1377.5,46.2014045715332,51.669857025146484,84.94305419921875
2010-11-24,1372.9000244140625,47.13307189941406,52.59080505371094,86.04151153564453
2010-11-26,1362.300048828125,46.8225212097168,52.406620025634766,85.55503845214844
2010-11-29,1366.0,46.78702926635742,52.06454086303711,85.4765625
2010-11-30,1385.0,46.219146728515625,51.39794921875,84.88026428222656
2010-12-01,1387.300048828125,47.195186614990234,52.55571365356445,86.79474639892578
2010-12-02,1388.5,47.67433166503906,53.2398567199707,87.92460632324219
2010-12-03,1405.4000244140625,47.798553466796875,53.45035934448242,88.14425659179688
2010-12-06,1415.300048828125,47.78077697753906,53.529300689697266,88.03446197509766
2010-12-07,1408.300048828125,47.80742263793945,53.54684066772461,88.0658187866211
