,Date,SPXL,VOO,Total,VOO_75%+Spxl_25%,Stock,Remainder,Have_voo,Have_spxl,Voo_%,Spxl_%,Voo_100%,Spxl_100%
25,2011-01-26,6.036460876464844,93.59236907958984,10315.369444847107,10318.23122215271,10312.507667541504,2.8617773056030273,7674.574264526367,2637.9334030151367,0.744,0.256,10216.827792201779,10603.83348312894
26,2011-01-27,6.086784839630127,93.718505859375,10347.704232692719,10350.566009998322,10344.842455387115,2.8617773056030273,7684.91748046875,2659.9249749183655,0.743,0.257,10230.597266892946,10692.234110008887
27,2011-01-28,5.770910263061523,92.06329345703125,10073.939625740051,10076.801403045654,10071.077848434448,2.8617773056030273,7549.1900634765625,2521.8877849578857,0.749,0.25,10049.90924456196,10137.359079749616
28,2011-01-29,5.813233057657878,92.29974365234375,10111.823602994284,10114.685380299887,10108.96182568868,2.8617773056030273,7568.5789794921875,2540.3828461964927,0.748,0.251,10075.720867354476,10211.704606975702
29,2011-01-30,5.8555558522542315,92.53619384765625,10149.707580248514,10152.569357554117,10146.845802942911,2.8617773056030273,7587.9678955078125,2558.877907435099,0.748,0.252,10101.532490146992,10286.050134201785
30,2011-01-31,5.897878646850586,92.77264404296875,10187.591557502747,10190.45333480835,10184.729780197144,2.8617773056030273,7607.3568115234375,2577.372968673706,0.747,0.253,10127.344112939509,10360.395661427869
31,2011-02-01,6.174269199371338,94.22296142578125,10427.30025434494,10430.162031650543,10424.438477039337,2.8617773056030273,7726.2828369140625,2698.1556401252747,0.741,0.259,10285.665171482555,10845.911836421525
32,2011-02-02,6.141753673553467,94.06532287597656,10400.164608478546,10403.02638578415,10397.302831172943,2.8617773056030273,7713.356475830078,2683.946355342865,0.742,0.258,10268.456867722261,10788.794060220345
33,2011-02-03,6.1866559982299805,94.3017807006836,10439.17646598816,10440.536302566528,10437.81662940979,1.3598365783691406,7827.047798156738,2610.7688312530518,0.75,0.25,10294.2693233627,10867.670869599086
34,2011-02-04,6.234656810760498,94.55400085449219,10480.36708164215,10481.72691822052,10479.007245063782,1.3598365783691406,7847.982070922852,2631.02517414093,0.749,0.251,10321.802442809581,10951.990578372977
35,2011-02-05,6.276980082194011,94.75367991129558,10514.800863901775,10516.160700480144,10513.441027323406,1.3598365783691406,7864.555432637533,2648.8855946858725,0.748,0.252,10343.600016234981,11026.33694322593
36,2011-02-06,6.3193033536275225,94.95335896809895,10549.234646161396,10550.594482739765,10547.874809583027,1.3598365783691406,7881.128794352213,2666.7460152308145,0.747,0.253,10365.39758966038,11100.683308078882
37,2011-02-07,6.361626625061035,95.15303802490234,10583.66842842102,10585.02826499939,10582.308591842651,1.3598365783691406,7897.7021560668945,2684.606435775757,0.746,0.254,10387.19516308578,11175.029672931836
38,2011-02-08,6.444466590881348,95.59442138671875,10655.261713027954,10656.621549606323,10653.901876449585,1.3598365783691406,7934.336975097656,2719.5649013519287,0.745,0.255,10435.377913905846,11320.548913639832
39,2011-02-09,6.407305717468262,95.35796356201172,10619.953824996948,10621.313661575317,10618.59398841858,1.3598365783691406,7914.710975646973,2703.8830127716064,0.745,0.255,10409.565458265408,11255.270976480277
40,2011-02-10,6.4181437492370605,95.38947296142578,10627.142754554749,10628.502591133118,10625.78291797638,1.3598365783691406,7917.32625579834,2708.4566621780396,0.745,0.255,10413.005120182455,11274.309397587132
41,2011-02-11,6.5396952629089355,95.98855590820312,10728.1613779068,10729.521214485168,10726.80154132843,1.3598365783691406,7967.050140380859,2759.751400947571,0.743,0.257,10478.402837546184,11487.830538032866
42,2011-02-12,6.556211153666179,96.06738026936848,10741.673505783081,10743.03334236145,10740.313669204712,1.3598365783691406,7973.592562357584,2766.7211068471274,0.742,0.258,10487.007544658278,11516.842861478573
43,2011-02-13,6.572727044423421,96.14620463053386,10755.185633659363,10756.545470237732,10753.825797080994,1.3598365783691406,7980.1349843343105,2773.6908127466836,0.742,0.258,10495.612251770372,11545.855184924278
44,2011-02-14,6.589242935180664,96.22502899169922,10768.697761535645,10770.057598114014,10767.337924957275,1.3598365783691406,7986.677406311035,2780.6605186462402,0.742,0.258,10504.216958882464,11574.867508369985
45,2011-02-15,6.525758266448975,95.87818145751953,10713.118885993958,10714.478722572327,10711.759049415588,1.3598365783691406,7957.889060974121,2753.8699884414673,0.743,0.257,10466.354026661462,11463.34837990399
46,2011-02-16,6.648080825805664,96.49300384521484,10815.769264221191,10820.35730934143,10811.181219100952,4.588045120239258,8105.412322998047,2705.7688961029053,0.749,0.25,10533.469909287869,11678.223962996997
47,2011-02-17,6.713889122009277,96.85560607910156,10873.011828422546,10877.599873542786,10868.423783302307,4.588045120239258,8135.870910644531,2732.552872657776,0.748,0.251,10573.052672467398,11793.82484719592
48,2011-02-18,6.740985870361328,97.01323699951172,10897.281202316284,10901.869247436523,10892.693157196045,4.588045120239258,8149.111907958984,2743.5812492370605,0.748,0.252,10590.260143379766,11841.423831657103
49,2011-02-19,6.636662125587463,96.51666831970215,10813.109669089317,10817.697714209557,10808.521623969078,4.588045120239258,8107.4001388549805,2701.1214851140976,0.75,0.25,10536.053195329323,11658.165521770341
50,2011-02-20,6.532338380813599,96.02009963989258,10728.93813586235,10731.561204910278,10726.315066814423,2.6230690479278564,7969.668270111084,2756.6467967033386,0.743,0.257,10481.846247278878,11474.907211883581
51,2011-02-21,6.428014636039734,95.52353096008301,10643.698315143585,10646.321384191513,10641.075246095657,2.6230690479278564,7928.45306968689,2712.6221764087677,0.745,0.255,10427.639299228433,11291.648901996818
52,2011-02-22,6.323690891265869,95.02696228027344,10558.45849442482,10561.081563472748,10555.835425376892,2.6230690479278564,7887.237869262695,2668.597556114197,0.747,0.253,10373.43235117799,11108.390592110058
53,2011-02-23,6.202140808105469,94.49095153808594,10462.675467729568,10465.298536777496,10460.05239868164,2.6230690479278564,7842.748977661133,2617.303421020508,0.75,0.25,10314.919787583804,10894.87196454493
54,2011-02-24,6.1874308586120605,94.3963623046875,10448.61696267128,10451.240031719208,10445.993893623352,2.6230690479278564,7834.8980712890625,2611.0958223342896,0.75,0.25,10304.59413904929,10869.032013261309
55,2011-02-25,6.391820907592773,95.42105102539062,10619.9187271595,10622.541796207428,10617.295658111572,2.6230690479278564,7919.947235107422,2697.3484230041504,0.746,0.254,10416.452277730798,11228.069881534433
