,Date,SPXL,VOO,Total,VOO_75%+Spxl_25%,Stock,Remainder,Have_voo,Have_spxl,Voo_%,Spxl_%,Voo_100%,Spxl_100%
500,2012-05-15,5.633875846862793,98.6454086303711,10752.084619124731,10753.291974226635,10750.877264022827,1.207355101903886,7990.278099060059,2760.5991649627686,0.743,0.257,10768.432964986907,9896.640194865515
501,2012-05-16,5.567294120788574,98.22504425048828,10685.410058577856,10686.61741367976,10684.202703475952,1.207355101903886,7956.228584289551,2727.9741191864014,0.745,0.255,10722.54471019141,9779.680679884978
502,2012-05-17,5.291679382324219,96.73750305175781,10429.867999633154,10432.56262890498,10427.173370361328,2.694629271825761,7739.000244140625,2688.173126220703,0.742,0.258,10560.160186637888,9295.527323807282
503,2012-05-18,5.143030643463135,95.97759246826172,10293.561593612036,10296.256222883861,10290.86696434021,2.694629271825761,7678.2073974609375,2612.6595668792725,0.746,0.254,10477.206035082554,9034.406361273495
504,2012-05-19,5.235935052235921,96.51653798421223,10383.872674544653,10386.567303816479,10381.178045272827,2.694629271825761,7721.323038736979,2659.8550065358477,0.744,0.256,10536.038967510656,9197.605113097776
505,2012-05-20,5.328839461008708,97.05548350016277,10474.18375547727,10476.878384749096,10471.489126205444,2.694629271825761,7764.438680013021,2707.050446192424,0.741,0.258,10594.871899938766,9360.803864922058
506,2012-05-21,5.421743869781494,97.59442901611328,10564.494836409887,10567.186426321667,10561.803246498108,2.6915899117793742,7905.148750305176,2656.654496192932,0.748,0.251,10653.704832366868,9524.002616746338
507,2012-05-22,5.446518898010254,97.80467224121094,10593.66430147489,10596.35589138667,10590.97271156311,2.6915899117793742,7922.178451538086,2668.7942600250244,0.748,0.252,10676.655622547993,9567.523195982072
508,2012-05-23,5.4674224853515625,97.80467224121094,10603.907059272131,10606.59864918391,10601.215469360352,2.6915899117793742,7922.178451538086,2679.0370178222656,0.747,0.253,10676.655622547993,9604.243082667908
509,2012-05-24,5.496842861175537,97.98249816894531,10632.726943572363,10635.418533484142,10630.035353660583,2.6915899117793742,7936.58235168457,2693.453001976013,0.746,0.253,10696.067641909374,9655.92382286202
510,2012-05-25,5.441873550415039,97.7561264038086,10587.455868323645,10590.147458235424,10584.764278411865,2.6915899117793742,7918.246238708496,2666.518039703369,0.748,0.252,10671.356211221559,9559.363035023693
511,2012-05-26,5.491422533988953,98.03504753112793,10634.327481587728,10637.019071499508,10631.63589167595,2.6915899117793742,7940.838850021362,2690.797041654587,0.747,0.253,10701.804090182772,9646.402308834702
512,2012-05-27,5.540971517562866,98.31396865844727,10681.199094851812,10683.890684763592,10678.507504940033,2.6915899117793742,7963.4314613342285,2715.0760436058044,0.746,0.254,10732.251969143985,9733.441582645712
513,2012-05-28,5.59052050113678,98.5928897857666,10728.070708115896,10730.762298027676,10725.379118204117,2.6915899117793742,7986.024072647095,2739.355045557022,0.744,0.255,10762.699848105194,9820.480856456721
514,2012-05-29,5.640069484710693,98.87181091308594,10774.94232137998,10777.63391129176,10772.2507314682,2.6915899117793742,8008.616683959961,2763.6340475082397,0.743,0.256,10793.147727066407,9907.52013026773
515,2012-05-30,5.391549587249756,97.44890594482422,10537.912269194921,10540.6038591067,10535.220679283142,2.6915899117793742,7893.361381530762,2641.8592977523804,0.749,0.251,10637.8190911064,9470.962408143743
516,2012-05-31,5.35361385345459,97.20641326904297,10499.681852897009,10502.373442808788,10496.99026298523,2.6915899117793742,7873.7194747924805,2623.270788192749,0.75,0.25,10611.347852759816,9404.323327321965
517,2012-06-01,4.944835186004639,94.82958984375,10106.857608397802,10111.304640928905,10102.4105758667,4.447032531103105,7491.53759765625,2610.872978210449,0.741,0.258,10351.886575440947,8686.250103656326
518,2012-06-02,4.935544649759929,94.81881205240886,10101.100759744646,10105.547792275749,10096.653727213543,4.447032531103105,7490.6861521403,2605.967575073242,0.742,0.258,10350.710038943414,8669.930060948524
519,2012-06-03,4.926254113515218,94.8080342610677,10095.343911091486,10099.79094362259,10090.896878560383,4.447032531103105,7489.834706624349,2601.062171936035,0.742,0.258,10349.53350244588,8653.61001824072
520,2012-06-04,4.916963577270508,94.79725646972656,10089.58706243833,10094.034094969433,10085.140029907227,4.447032531103105,7488.983261108398,2596.156768798828,0.742,0.257,10348.356965948347,8637.28997553292
521,2012-06-05,5.03309440612793,95.34699249267578,10194.333285888037,10199.062119642895,10189.604452133179,4.7288337548579875,7627.7593994140625,2561.845052719116,0.748,0.251,10408.367822953855,8841.288973731183
522,2012-06-06,5.375291347503662,97.62677764892578,10550.894341548285,10554.751641909283,10547.037041187286,3.8573003609981242,7907.768989562988,2639.268051624298,0.749,0.25,10657.236107555313,9442.402682416285
523,2012-06-07,5.373743534088135,97.6106185913086,10548.825481494268,10552.682781855267,10544.96818113327,3.8573003609981242,7906.460105895996,2638.508075237274,0.75,0.25,10655.472135656933,9439.683745599317
524,2012-06-08,5.50071382522583,98.4190444946289,10676.650392611822,10680.50769297282,10672.793092250824,3.8573003609981242,7971.942604064941,2700.8504881858826,0.747,0.253,10743.722367147015,9662.723677785047
525,2012-06-09,5.42897097269694,98.0202128092448,10609.119285504024,10612.976585865023,10605.261985143026,3.8573003609981242,7939.637237548828,2665.6247475941977,0.748,0.251,10700.18468680282,9536.697968782764
526,2012-06-10,5.35722812016805,97.62138112386067,10541.588178396225,10546.63675371806,10536.53960307439,5.048575321834505,7809.710489908854,2726.8291131655374,0.741,0.259,10656.647006458625,9410.67225978048
527,2012-06-11,5.28548526763916,97.22254943847656,10473.164531628292,10478.213106950127,10468.115956306458,5.048575321834505,7777.803955078125,2690.3120012283325,0.743,0.257,10613.109326114429,9284.646550778198
528,2012-06-12,5.462003231048584,98.35438537597656,10653.559050003689,10658.569298108421,10648.548801898956,5.0102481047324545,7966.705215454102,2681.8435864448547,0.748,0.252,10736.663981009735,9594.723453301047
529,2012-06-13,5.342775821685791,97.70767974853516,10542.635236183803,10543.840423425041,10541.430048942566,1.2051872412375815,7816.6143798828125,2724.8156690597534,0.741,0.258,10666.067626918111,9385.284906215107
530,2012-06-14,5.5053582191467285,98.79093933105469,10712.213025490444,10713.723721345268,10710.70232963562,1.5106958548240073,8002.06608581543,2708.6362438201904,0.747,0.253,10784.319539095297,9670.882163489689
531,2012-06-15,5.655553817749023,99.6640625,10856.832236687344,10858.342932542168,10855.32154083252,1.5106958548240073,8072.7890625,2782.5324783325195,0.744,0.256,10879.632320962264,9934.720387586705
532,2012-06-16,5.6767152150472,99.73412577311198,10872.918769280117,10874.429465134941,10871.408073425293,1.5106958548240073,8078.46418762207,2792.9438858032227,0.743,0.257,10887.280641044157,9971.893151199747
533,2012-06-17,5.697876612345378,99.80418904622395,10889.00530187289,10890.515997727714,10887.494606018066,1.5106958548240073,8084.139312744141,2803.355293273926,0.742,0.257,10894.928961126045,10009.065914812789
534,2012-06-18,5.719038009643555,99.87425231933594,10905.091834465664,10906.602530320488,10903.58113861084,1.5106958548240073,8089.814437866211,2813.766700744629,0.742,0.258,10902.577281207938,10046.238678425832
535,2012-06-19,5.883168697357178,100.89290618896484,11068.355096260708,11068.986753781639,11067.723438739777,0.631657520931185,8273.218307495117,2794.5051312446594,0.747,0.252,11013.776637183295,10334.555710144248
536,2012-06-20,5.857619762420654,100.73118591308594,11042.958289543789,11043.58994706472,11042.326632022858,0.631657520931185,8259.957244873047,2782.369387149811,0.748,0.252,10996.12275978484,10289.67566250003
537,2012-06-21,5.465099334716797,98.51606750488281,10674.8713769118,10675.647313912712,10674.095439910889,0.7759370009116537,7979.801467895508,2694.293972015381,0.748,0.252,10754.313694168583,9600.162164561849
538,2012-06-22,5.571165561676025,99.22750091552734,10784.788133064907,10785.564070065819,10784.012196063995,0.7759370009116537,8037.427574157715,2746.5846219062805,0.745,0.255,10831.97593002878,9786.481372434871
539,2012-06-23,5.481357892354329,98.7019755045573,10697.945393800735,10698.721330801647,10697.169456799824,0.7759370009116537,7994.860015869141,2702.309440930684,0.747,0.253,10774.607977095127,9628.72244870722
540,2012-06-24,5.391550223032634,98.17645009358723,10611.102654536568,10611.87859153748,10610.326717535656,0.7759370009116537,7952.292457580566,2658.0342599550886,0.749,0.25,10717.240024161474,9470.96352497957
541,2012-06-25,5.3017425537109375,97.65092468261719,10524.259915272396,10527.255410989128,10521.264419555664,2.9954957167319662,7812.073974609375,2709.190444946289,0.742,0.257,10659.87207122782,9313.204601251917
542,2012-06-26,5.39077615737915,98.12223815917969,10607.461164871853,10609.36839326223,10605.553936481476,1.9072283903769858,7947.901290893555,2657.652645587921,0.749,0.251,10711.322084445117,9469.603777362128
543,2012-06-27,5.534777641296387,98.99994659423828,10749.548279682796,10751.455508073173,10747.64105129242,1.9072283903769858,8018.995674133301,2728.6453771591187,0.746,0.254,10807.135407913089,9722.56122843006
544,2012-06-28,5.489099502563477,98.77239227294922,10708.597057263058,10710.504285653435,10706.68982887268,1.9072283903769858,8000.563774108887,2706.126054763794,0.747,0.253,10782.294885797395,9642.321600135361
545,2012-06-29,5.897104740142822,101.22669219970703,11108.541933457058,11109.473250230156,11107.61061668396,0.931316773097933,8300.588760375977,2807.0218563079834,0.747,0.253,11050.213733762173,10359.036193019385
546,2012-06-30,5.912330945332845,101.31878153483073,11123.340932607653,11124.27224938075,11122.409615834555,0.931316773097933,8308.140085856121,2814.269529978434,0.747,0.253,11060.266485794307,10385.783014993242
547,2012-07-01,5.927557150522868,101.41087086995442,11138.139931758245,11139.071248531343,11137.208614985148,0.931316773097933,8315.691411336262,2821.5172036488852,0.747,0.253,11070.319237826443,10412.5298369671
548,2012-07-02,5.942783355712891,101.50296020507812,11152.93893090884,11153.870247681938,11152.007614135742,0.931316773097933,8323.242736816406,2828.764877319336,0.746,0.254,11080.371989858577,10439.276658940955
549,2012-07-03,6.065107822418213,102.16935729980469,11265.809938828152,11266.74125560125,11264.878622055054,0.931316773097933,8377.887298583984,2886.9913234710693,0.744,0.256,11153.117924436376,10654.155592541434
550,2012-07-04,6.0236876010894775,101.94994735717773,11228.102298180263,11229.033614953361,11227.170981407166,0.931316773097933,8359.895683288574,2867.2752981185913,0.745,0.255,11129.166467477206,10581.395553374003
551,2012-07-05,5.982267379760742,101.73053741455078,11190.394657532375,11191.325974305473,11189.463340759277,0.931316773097933,8341.904067993164,2847.5592727661133,0.745,0.254,11105.215010518037,10508.63551420657
552,2012-07-06,5.82045841217041,100.7878189086914,11036.070671478908,11037.001988252006,11035.13935470581,0.931316773097933,8264.601150512695,2770.5382041931152,0.749,0.251,11002.304989908382,10224.396887713605
553,2012-07-07,5.811942418416341,100.7444839477539,11028.463591655096,11029.394908428194,11027.532274881998,0.931316773097933,8261.04768371582,2766.4845911661782,0.749,0.251,10997.57441371254,10209.437430250113
554,2012-07-08,5.803426424662272,100.7011489868164,11020.856511831285,11021.787828604383,11019.925195058187,0.931316773097933,8257.494216918945,2762.4309781392417,0.749,0.251,10992.8438375167,10194.477972786619
555,2012-07-09,5.794910430908203,100.6578140258789,11013.249432007473,11014.18074878057,11012.318115234375,0.931316773097933,8253.94075012207,2758.3773651123047,0.749,0.25,10988.11326132086,10179.518515323127
556,2012-07-10,5.641618251800537,99.73133850097656,10864.311361710232,10869.066506703697,10859.556216716766,4.755144993465365,8078.238418579102,2781.317798137665,0.744,0.256,10886.976373936723,9910.240742338436
557,2012-07-11,5.642391204833984,99.74758911132812,10866.008726994198,10870.763871987663,10861.253582000732,4.755144993465365,8079.554718017578,2781.6988639831543,0.744,0.256,10888.750340010165,9911.598535493182
558,2012-07-12,5.566520690917969,99.22748565673828,10786.476183811825,10791.23132880529,10781.72103881836,4.755144993465365,8037.426338195801,2744.2947006225586,0.745,0.254,10831.974264332937,9778.322049103363
559,2012-07-13,5.830524444580078,100.91783905029297,11053.548659245174,11056.504880746208,11050.59243774414,2.956221501033724,8275.262802124023,2775.329635620117,0.749,0.251,11016.498384191746,10242.079190919456
560,2012-07-14,5.818911075592041,100.8419926961263,11041.8012945652,11044.757516066235,11038.845073064167,2.956221501033724,8269.043401082356,2769.8016719818115,0.749,0.251,11008.218765385129,10221.678788523508
561,2012-07-15,5.807297706604004,100.76614634195964,11030.05392988523,11033.010151386265,11027.097708384197,2.956221501033724,8262.824000040691,2764.273708343506,0.749,0.251,10999.939146578514,10201.278386127558
562,2012-07-16,5.795684337615967,100.69029998779297,11018.306565205257,11021.262786706291,11015.350343704224,2.956221501033724,8256.604598999023,2758.7457447052,0.749,0.25,10991.659527771897,10180.87798373161
563,2012-07-17,5.911814212799072,101.40546417236328,11132.227848927181,11135.184070428215,11129.271627426147,2.956221501033724,8315.248062133789,2814.0235652923584,0.747,0.253,11069.729026265857,10384.875306676138
564,2012-07-18,6.041881084442139,102.13687133789062,11254.115067402523,11257.071288903557,11251.15884590149,2.956221501033724,8375.223449707031,2875.935396194458,0.744,0.256,11149.571657985338,10613.35478774954
565,2012-07-19,6.095300674438477,102.39690399169922,11300.865469853085,11303.821691354118,11297.90924835205,2.956221501033724,8396.546127319336,2901.363121032715,0.743,0.257,11177.957613704146,10707.193288263423
566,2012-07-20,5.9226531982421875,101.4542236328125,11141.38548175494,11144.341703255974,11138.429260253906,2.956221501033724,8319.246337890625,2819.1829223632812,0.747,0.253,11075.0517573341,10403.915403036732
567,2012-07-21,5.864330132802327,101.11832173665364,11086.079747120539,11089.035968621572,11083.123525619505,2.956221501033724,8291.702382405598,2791.4211432139077,0.748,0.252,11038.383684264909,10301.463306219352
568,2012-07-22,5.806007067362468,100.7824198404948,11030.774012486143,11033.730233987177,11027.81779098511,2.956221501033724,8264.158426920574,2763.6593640645347,0.749,0.251,11001.71561119572,10199.011209401971
569,2012-07-23,5.747684001922607,100.44651794433594,10975.468277851742,10981.160389264427,10969.776166439056,5.692111412685335,8136.167953491211,2833.6082129478455,0.741,0.258,10965.04753812653,10096.55911258459
570,2012-07-24,5.6036834716796875,99.65007781982422,10839.964366356533,10840.052794297539,10839.875938415527,0.08842794100564788,8071.656303405762,2768.2196350097656,0.745,0.255,10878.105710721602,9843.603336770395
571,2012-07-25,5.593616962432861,99.58505249023438,10829.724459091824,10829.81288703283,10829.636031150818,0.08842794100564788,8066.389251708984,2763.2467794418335,0.745,0.255,10871.007347884075,9825.920195937677
572,2012-07-26,5.867684364318848,101.21040344238281,11096.767182747524,11101.263525803886,11092.270839691162,4.496343056362093,8299.25308227539,2793.0177574157715,0.748,0.252,11048.435603449123,10307.355452825273
573,2012-07-27,6.2005934715271,103.16080474853516,11415.164824883144,11419.661167939506,11410.668481826782,4.496343056362093,8459.185989379883,2951.4824924468994,0.741,0.259,11261.347344722582,10892.153865354832
574,2012-07-28,6.199044704437256,103.14455922444661,11413.095478773117,11417.59182182948,11408.599135716755,4.496343056362093,8457.853856404621,2950.745279312134,0.741,0.259,11259.57393388109,10889.433253284127
575,2012-07-29,6.197495937347412,103.12831370035808,11411.026132663093,11415.522475719456,11406.529789606731,4.496343056362093,8456.521723429363,2950.008066177368,0.741,0.259,11257.800523039601,10886.71264121342
576,2012-07-30,6.195947170257568,103.11206817626953,11408.956786553066,11413.453129609428,11404.460443496704,4.496343056362093,8455.189590454102,2949.2708530426025,0.741,0.259,11256.027112198108,10883.992029142715
577,2012-07-31,6.081366062164307,102.4456787109375,11299.772242943447,11304.26858599981,11295.275899887085,4.496343056362093,8400.545654296875,2894.73024559021,0.743,0.256,11183.282010468232,10682.715318268894
578,2012-08-01,6.05968713760376,102.33191680908203,11280.124598900478,11284.62094195684,11275.628255844116,4.496343056362093,8391.217178344727,2884.4110774993896,0.744,0.256,11170.863415106229,10644.633450293966
579,2012-08-02,5.927298545837402,101.61675262451172,11158.464166084927,11162.960509141289,11153.967823028564,4.496343056362093,8332.573715209961,2821.3941078186035,0.747,0.253,11092.793916612267,10412.075563995111
580,2012-08-03,6.274141788482666,103.59969329833984,11486.162684837978,11487.445603211723,11484.879766464233,1.2829183737449057,8598.774543762207,2886.1052227020264,0.749,0.251,11309.257754272217,11021.35110889233
581,2012-08-04,6.286787192026774,103.69178517659505,11499.62319636345,11500.906114737194,11498.340277989704,1.2829183737449057,8606.418169657389,2891.9221083323164,0.748,0.251,11319.310783920326,11043.56441504188
582,2012-08-05,6.299432595570882,103.78387705485027,11513.083707888924,11514.366626262668,11511.800789515179,1.2829183737449057,8614.061795552572,2897.7389939626055,0.748,0.252,11329.363813568436,11065.777721191427
583,2012-08-06,6.31207799911499,103.87596893310547,11526.544219414394,11527.82713778814,11525.26130104065,1.2829183737449057,8621.705421447754,2903.5558795928955,0.748,0.252,11339.416843216546,11087.991027340977
584,2012-08-07,6.40188455581665,104.34734344482422,11606.979319969814,11608.26223834356,11605.69640159607,1.2829183737449057,8660.82950592041,2944.866895675659,0.746,0.254,11390.873519217217,11245.747996605935
585,2012-08-08,6.4220147132873535,104.46111297607422,11625.682063500088,11626.964981873833,11624.399145126343,1.2829183737449057,8670.27237701416,2954.1267681121826,0.746,0.254,11403.292947427142,11281.109252510158
586,2012-08-09,6.441370010375977,104.57489776611328,11644.029637734096,11645.312556107841,11642.746719360352,1.2829183737449057,8679.716514587402,2963.030204772949,0.745,0.254,11415.714041332909,11315.109364752157
587,2012-08-10,6.473111629486084,104.7374267578125,11672.120688835781,11673.403607209526,11670.837770462036,1.2829183737449057,8693.206420898438,2977.6313495635986,0.745,0.255,11433.456200611075,11370.867672544853
588,2012-08-11,6.469498634338379,104.71033223470052,11668.209865649542,11669.492784023287,11666.926947275797,1.2829183737449057,8690.957575480143,2975.9693717956543,0.745,0.255,11430.49848002478,11364.520973757988
589,2012-08-12,6.465885639190674,104.68323771158855,11664.299042463304,11665.58196083705,11663.01612408956,1.2829183737449057,8688.70873006185,2974.30739402771,0.745,0.255,11427.540759438485,11358.174274971123
590,2012-08-13,6.462272644042969,104.65614318847656,11660.388219277065,11661.67113765081,11659.10530090332,1.2829183737449057,8686.459884643555,2972.6454162597656,0.745,0.255,11424.58303885219,11351.827576184256
591,2012-08-14,6.470789432525635,104.70491790771484,11668.354243675869,11669.637162049614,11667.071325302124,1.2829183737449057,8690.508186340332,2976.563138961792,0.745,0.255,11429.907435616276,11366.788429692531
592,2012-08-15,6.487048149108887,104.81869506835938,11685.276757637661,11686.559676011406,11683.993839263916,1.2829183737449057,8699.951690673828,2984.042148590088,0.745,0.255,11442.327696674121,11395.348993046859
593,2012-08-16,6.633371829986572,105.5338363647461,11811.942378441494,11813.225296815239,11810.659460067749,1.2829183737449057,8759.308418273926,3051.3510417938232,0.742,0.258,11520.394696624317,11652.385686967113
594,2012-08-17,6.65737247467041,105.77766418457031,11843.22038404147,11844.503302415214,11841.937465667725,1.2829183737449057,8779.546127319336,3062.3913383483887,0.741,0.259,11547.011683357216,11694.545960167492
595,2012-08-18,6.658405145009358,105.76682027180989,11842.795367638271,11844.078286012016,11841.512449264526,1.2829183737449057,8778.64608256022,3062.8663667043047,0.741,0.259,11545.827928844361,11696.359980756919
596,2012-08-19,6.659437815348308,105.75597635904948,11842.370351235073,11843.653269608818,11841.087432861328,1.2829183737449057,8777.746037801107,3063.3413950602217,0.741,0.259,11544.644174331506,11698.174001346346
597,2012-08-20,6.660470485687256,105.74513244628906,11841.945334831875,11843.22825320562,11840.66241645813,1.2829183737449057,8776.845993041992,3063.8164234161377,0.741,0.259,11543.46041981865,11699.988021935773
598,2012-08-21,6.600082874298096,105.42008209228516,11787.187854210537,11788.470772584282,11785.904935836792,1.2829183737449057,8749.866813659668,3036.038122177124,0.742,0.258,11507.976934110236,11593.90927998432
599,2012-08-22,6.600082874298096,105.43632507324219,11788.53602162997,11789.818940003715,11787.253103256226,1.2829183737449057,8751.214981079102,3036.038122177124,0.742,0.258,11509.750067335755,11593.90927998432
600,2012-08-23,6.450660228729248,104.60738372802734,11650.999473015469,11652.282391389213,11649.716554641724,1.2829183737449057,8682.41284942627,2967.303705215454,0.745,0.255,11419.260307783947,11331.42884904205
601,2012-08-24,6.5605974197387695,105.25753784179688,11755.53337232272,11756.816290696464,11754.250453948975,1.2829183737449057,8736.37564086914,3017.874813079834,0.743,0.257,11490.233109136225,11524.547911838097
602,2012-08-25,6.56162961324056,105.25753784179688,11756.008181333542,11757.291099707287,11754.725262959797,1.2829183737449057,8736.37564086914,3018.3496220906572,0.743,0.257,11490.233109136225,11526.361094800655
603,2012-08-26,6.562661806742351,105.25753784179688,11756.482990344368,11757.765908718113,11755.200071970623,1.2829183737449057,8736.37564086914,3018.8244311014814,0.743,0.257,11490.233109136225,11528.174277763212
604,2012-08-27,6.563694000244141,105.25753784179688,11756.95779935519,11758.240717728935,11755.674880981445,1.2829183737449057,8736.37564086914,3019.2992401123047,0.743,0.257,11490.233109136225,11529.98746072577
605,2012-08-28,6.549758434295654,105.15998840332031,11742.450835625332,11743.733753999077,11741.167917251587,1.2829183737449057,8728.279037475586,3012.888879776001,0.743,0.257,11479.584315608054,11505.507815477502
606,2012-08-29,6.561370849609375,105.25753784179688,11755.889150063198,11757.172068436943,11754.606231689453,1.2829183737449057,8736.37564086914,3018.2305908203125,0.743,0.257,11490.233109136225,11525.90654261971
607,2012-08-30,6.415820121765137,104.46111297607422,11622.832551399868,11624.115469773613,11621.549633026123,1.2829183737449057,8670.27237701416,2951.277256011963,0.746,0.254,11403.292947427142,11270.227641854204
608,2012-08-31,6.487820625305176,105.01374816894531,11701.821504036587,11703.104422410332,11700.538585662842,1.2829183737449057,8716.141098022461,2984.397487640381,0.745,0.255,11463.620286642936,11396.705948574738
609,2012-09-01,6.484724402427673,104.94466781616211,11694.66357223193,11695.946490605675,11693.380653858185,1.2829183737449057,8710.407428741455,2982.9732251167297,0.745,0.255,11456.079265134971,11391.267027907215
610,2012-09-02,6.481628179550171,104.8755874633789,11687.505640427273,11688.788558801018,11686.222722053528,1.2829183737449057,8704.67375946045,2981.5489625930786,0.745,0.255,11448.538243627007,11385.828107239693
611,2012-09-03,6.4785319566726685,104.8065071105957,11680.347708622616,11681.63062699636,11679.06479024887,1.2829183737449057,8698.940090179443,2980.1247000694275,0.745,0.255,11440.997222119042,11380.38918657217
612,2012-09-04,6.475435733795166,104.7374267578125,11673.189776817959,11674.472695191704,11671.906858444214,1.2829183737449057,8693.206420898438,2978.7004375457764,0.745,0.255,11433.456200611075,11374.950265904648
613,2012-09-05,6.4676923751831055,104.7374267578125,11669.627831856411,11670.910750230156,11668.344913482666,1.2829183737449057,8693.206420898438,2975.1384925842285,0.745,0.255,11433.456200611075,11361.34804317799
614,2012-09-06,6.8586649894714355,106.9153823852539,12030.24555150668,12034.351727326713,12026.139375686646,4.106175820033968,8980.892120361328,3045.2472553253174,0.747,0.253,11671.20846400023,12048.142604299204
615,2012-09-07,6.947697639465332,107.35423278808594,12106.63948194186,12110.745657761894,12102.533306121826,4.106175820033968,9017.755554199219,3084.7777519226074,0.745,0.255,11719.114709310257,12204.540105155676
616,2012-09-08,6.907955328623454,107.14294179280598,12071.24545232455,12075.351628144585,12067.139276504517,4.106175820033968,9000.007110595703,3067.1321659088135,0.746,0.254,11696.049541347873,12134.727535335987
617,2012-09-09,6.868213017781575,106.93165079752605,12035.851422707241,12039.957598527275,12031.745246887207,4.106175820033968,8982.258666992188,3049.4865798950195,0.746,0.253,11672.98437338549,12064.914965516298
618,2012-09-10,6.828470706939697,106.7203598022461,12000.457393089931,12004.563568909965,11996.351217269897,4.106175820033968,8964.510223388672,3031.8409938812256,0.747,0.253,11649.919205423104,11995.10239569661
619,2012-09-11,6.887309551239014,107.0129165649414,12051.156608025234,12055.262783845268,12047.0504322052,4.106175820033968,8989.084991455078,3057.965440750122,0.746,0.254,11681.85559183256,12098.460525577355
620,2012-09-12,6.944601535797119,107.35423278808594,12105.264811913174,12109.370987733208,12101.15863609314,4.106175820033968,9017.755554199219,3083.403081893921,0.745,0.255,11719.114709310257,12199.101393894873
621,2012-09-13,7.2775092124938965,109.06085968017578,12396.43247930209,12400.640433629356,12392.224524974823,4.207954327266634,9270.173072814941,3122.0514521598816,0.748,0.252,11905.415293786273,12783.897293543825
622,2012-09-14,7.3696393966674805,109.51593017578125,12474.637320439022,12478.845274766289,12470.429366111755,4.207954327266634,9308.854064941406,3161.575301170349,0.746,0.253,11955.09217377805,12945.73601854171
623,2012-09-15,7.345122655232747,109.40757497151692,12454.909446001053,12459.11740032832,12450.701491673786,4.207954327266634,9299.643872578938,3151.0576190948486,0.747,0.253,11943.26378997663,12902.66915386005
624,2012-09-16,7.320605913798015,109.29921976725261,12435.181571563087,12439.389525890354,12430.97361723582,4.207954327266634,9290.433680216473,3140.539937019348,0.747,0.253,11931.435406175213,12859.60228917839
625,2012-09-17,7.296089172363281,109.19086456298828,12415.453697125118,12419.661651452385,12411.245742797852,4.207954327266634,9281.223487854004,3130.0222549438477,0.748,0.252,11919.607022373793,12816.535424496733
626,2012-09-18,7.272862911224365,109.07711791992188,12395.821166435879,12400.029120763145,12391.613212108612,4.207954327266634,9271.55502319336,3120.0581889152527,0.748,0.252,11907.190092707633,12775.735457331704
627,2012-09-19,7.287574768066406,109.15838623046875,12409.040359417599,12413.248313744865,12404.832405090332,4.207954327266634,9278.462829589844,3126.3695755004883,0.748,0.252,11916.061588770679,12801.578759122805
628,2012-09-20,7.280606746673584,109.14209747314453,12404.66653386752,12408.874488194786,12400.458579540253,4.207954327266634,9277.078285217285,3123.3802943229675,0.748,0.252,11914.283458457629,12789.338517685235
629,2012-09-21,7.270540714263916,109.07711791992188,12394.824943939846,12399.032898267113,12390.61698961258,4.207954327266634,9271.55502319336,3119.06196641922,0.748,0.252,11907.190092707633,12771.656214479386
630,2012-09-22,7.2607340812683105,109.0297342936198,12386.590290149055,12390.798244476322,12382.382335821789,4.207954327266634,9267.527414957684,3114.854920864105,0.748,0.251,11902.01755188129,12754.429580290305
631,2012-09-23,7.250927448272705,108.9823506673177,12378.355636358261,12382.563590685528,12374.147682030994,4.207954327266634,9263.499806722004,3110.6478753089905,0.748,0.251,11896.845011054946,12737.202946101224
632,2012-09-24,7.2411208152771,108.93496704101562,12370.12098256747,12374.328936894737,12365.913028240204,4.207954327266634,9259.472198486328,3106.4408297538757,0.749,0.251,11891.672470228603,12719.976311912142
633,2012-09-25,7.025118350982666,107.82405853271484,12183.028702179592,12189.683939774834,12176.37346458435,6.655237595241488,9057.220916748047,3119.1525478363037,0.743,0.256,11770.402317182801,12340.53971649681
634,2012-09-26,6.894278049468994,107.13789367675781,12067.297760407131,12073.952998002373,12060.64252281189,6.655237595241488,8999.583068847656,3061.0594539642334,0.746,0.254,11695.498473639615,12110.701604641794
635,2012-09-27,7.088603496551514,108.18348693847656,12241.408092896145,12248.063330491386,12234.752855300903,6.655237595241488,9087.412902832031,3147.339952468872,0.742,0.257,11809.638615626858,12452.059682589674
636,2012-09-28,6.984860420227051,107.69334411621094,12154.17416993777,12160.829407533012,12147.51893234253,6.655237595241488,9046.240905761719,3101.2780265808105,0.744,0.255,11756.133133738553,12269.82139282271
637,2012-09-29,6.999828497568767,107.75870259602864,12166.31010858218,12172.965346177421,12159.654870986938,6.655237595241488,9051.731018066406,3107.923852920532,0.744,0.255,11763.267864268662,12296.11477945145
638,2012-09-30,7.0147965749104815,107.82406107584636,12178.44604722659,12185.10128482183,12171.790809631348,6.655237595241488,9057.221130371094,3114.569679260254,0.744,0.256,11770.402594798777,12322.408166080188
639,2012-10-01,7.029764652252197,107.88941955566406,12190.581985870998,12197.23722346624,12183.926748275757,6.655237595241488,9062.711242675781,3121.2155055999756,0.743,0.256,11777.537325328889,12348.701552708928
640,2012-10-02,7.061506748199463,108.03646087646484,12217.02694741885,12223.682185014091,12210.371709823608,6.655237595241488,9075.062713623047,3135.3089962005615,0.743,0.257,11793.588803325794,12404.46069812849
